Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending)
016-000002045,557,16,Social Security Administration,,,,,
019-000000122,559,19,Department of Energy,,,,25/07/2016,
019-000000122,559,19,Department of Energy,,,,,
019-000000122,559,19,Department of Energy,,,,,
019-000000208,564,19,Department of Energy,,,,,
019-000000577,573,19,Department of Energy,,,,,
019-000000577,573,19,Department of Energy,,,,,
019-000000577,573,19,Department of Energy,,,,,
019-000000577,573,19,Department of Energy,,,,,
019-000000577,573,19,Department of Energy,,,,,
019-000000971,579,19,Department of Energy,,,,25/05/2019,
019-000000976,580,19,Department of Energy,,,,,
019-000000976,580,19,Department of Energy,,,,,
019-000000976,580,19,Department of Energy,,,,,
019-000001122,583,19,Department of Energy,,,,,
019-000001122,583,19,Department of Energy,,,,,
016-000002140,592,16,Social Security Administration,,,,,
016-000002140,592,16,Social Security Administration,,,,,
016-000002140,592,16,Social Security Administration,,,,,
016-000002140,592,16,Social Security Administration,,,,,
027-999991200,594,27,Office of Personnel Management,,,,,
027-000000029,595,27,Office of Personnel Management,,,,,
027-999991219,596,27,Office of Personnel Management,,,,,
027-000000020,597,27,Office of Personnel Management,,,,12/09/2018,
027-000000020,597,27,Office of Personnel Management,,,,12/09/2018,
027-000000020,597,27,Office of Personnel Management,,,,12/09/2018,
027-000000020,597,27,Office of Personnel Management,,,,12/09/2018,
027-000000020,597,27,Office of Personnel Management,,,,12/09/2018,
027-000000019,598,27,Office of Personnel Management,,,,15/03/2019,
027-000000019,598,27,Office of Personnel Management,,,,12/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,12/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,12/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,03/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,03/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,03/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,03/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,03/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,03/05/2017,
027-000000019,598,27,Office of Personnel Management,,,,29/07/2018,
027-000000018,601,27,Office of Personnel Management,,,,06/12/2016,
027-000000018,601,27,Office of Personnel Management,,,,30/05/2019,
027-000000018,601,27,Office of Personnel Management,,,,,
027-000000018,601,27,Office of Personnel Management,,,,30/04/2018,
027-000000018,601,27,Office of Personnel Management,,,,,
027-000000018,601,27,Office of Personnel Management,,,,,
027-000000018,601,27,Office of Personnel Management,,,,,
027-000000018,601,27,Office of Personnel Management,,,,31/01/2020,
023-000004120,606,23,General Services Administration,,,,13/08/2017,
023-000001030,608,23,General Services Administration,,,,30/09/2016,
023-000001030,608,23,General Services Administration,,,,28/02/2017,
023-000001030,608,23,General Services Administration,,,,,
023-000001020,609,23,General Services Administration,,,,30/09/2016,
023-000001020,609,23,General Services Administration,,,,11/07/2017,
023-000001020,609,23,General Services Administration,,,,14/05/2019,
023-000001020,609,23,General Services Administration,,,,30/09/2018,
023-000001226,613,23,General Services Administration,,,,19/12/2013,
023-999990230,616,23,General Services Administration,Firm Fixed Price,N,30/06/2010,29/06/2018,N
023-999990230,616,23,General Services Administration,,,,29/09/2018,
023-999990230,616,23,General Services Administration,,N,08/09/2014,07/09/2019,N
023-999990230,616,23,General Services Administration,,,,03/10/2014,
023-999990230,616,23,General Services Administration,,,,06/05/2020,
023-999990230,616,23,General Services Administration,,,,14/08/2018,
023-999990230,616,23,General Services Administration,,N,21/07/2015,13/12/2016,N
023-999990230,616,23,General Services Administration,,N,23/06/2015,31/07/2018,N
023-999990230,616,23,General Services Administration,,,,08/06/2016,
023-999990230,616,23,General Services Administration,,N,16/06/2015,22/09/2018,N
023-999990230,616,23,General Services Administration,,,,30/09/2016,
023-999990230,616,23,General Services Administration,Firm Fixed Price,N,04/09/2014,31/03/2019,N
023-999990230,616,23,General Services Administration,,N,06/01/2015,30/09/2015,N
023-999990230,616,23,General Services Administration,,N,23/09/2015,23/09/2018,N
023-999990230,616,23,General Services Administration,,,,13/12/2016,
023-999990230,616,23,General Services Administration,,,,07/09/2019,
023-999990230,616,23,General Services Administration,,,,22/09/2018,
023-999990230,616,23,General Services Administration,,N,01/08/2015,31/07/2018,N
023-999990230,616,23,General Services Administration,,N,15/08/2015,14/08/2018,N
023-999990230,616,23,General Services Administration,,N,30/09/2015,11/06/2020,N
023-999990230,616,23,General Services Administration,,N,30/10/2015,29/06/2018,N
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,17/09/2013,16/09/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,N,11/02/2014,09/11/2014,U
012-000005003,627,12,Department of Labor,Cost Plus Award Fee,Y,03/12/2013,28/10/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,03/12/2013,14/07/2014,U
012-000005003,627,12,Department of Labor,Cost Plus Fixed Fee,Y,03/02/2014,17/09/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,18/09/2013,17/09/2014,U
012-000005003,627,12,Department of Labor,Cost Plus Incentive,Y,12/09/2013,11/09/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,20/09/2013,31/08/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,07/09/2013,06/08/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,17/09/2013,16/09/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,N,10/11/2014,09/12/2014,U
012-000005003,627,12,Department of Labor,Cost Plus Award Fee,Y,12/02/2015,28/02/2015,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,06/11/2014,14/07/2015,U
012-000005003,627,12,Department of Labor,Cost Plus Fixed Fee,Y,03/02/2014,17/09/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,18/09/2013,17/09/2014,U
012-000005003,627,12,Department of Labor,Cost Plus Incentive,Y,07/10/2014,11/09/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,20/09/2013,31/08/2014,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,Y,23/09/2014,30/09/2014,U
012-000005003,627,12,Department of Labor,,,,28/02/2018,
012-000005003,627,12,Department of Labor,,,,14/09/2015,
012-000005003,627,12,Department of Labor,Cost Plus Fixed Fee,N,24/09/2014,30/06/2015,U
012-000005003,627,12,Department of Labor,Firm Fixed Price,N,30/08/2014,29/09/2014,U
012-000005003,627,12,Department of Labor,,,,28/09/2019,
012-000005003,627,12,Department of Labor,,,,24/09/2019,
012-000005003,627,12,Department of Labor,,,,26/02/2016,
012-000005003,627,12,Department of Labor,,,,14/07/2016,
012-000005003,627,12,Department of Labor,,,,,
012-000005003,627,12,Department of Labor,,,,17/09/2019,
012-000005003,627,12,Department of Labor,,,,,
012-000005013,628,12,Department of Labor,Cost Plus Award Fee,Y,24/01/2014,31/01/2015,U
012-000005013,628,12,Department of Labor,Cost Plus Fixed Fee,Y,17/03/2014,29/09/2014,U
012-000005013,628,12,Department of Labor,,,,13/02/2015,
012-000005013,628,12,Department of Labor,,,,29/09/2015,
012-000005013,628,12,Department of Labor,,,,28/02/2017,
012-000005013,628,12,Department of Labor,Firm Fixed Price,,20/01/2015,31/03/2015,U
012-000005013,628,12,Department of Labor,,,,29/10/2013,
012-000005013,628,12,Department of Labor,Firm Fixed Price,,11/09/2013,31/10/2013,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,29/08/2013,07/10/2013,U
012-000005013,628,12,Department of Labor,,,,31/03/2016,
012-000005013,628,12,Department of Labor,,,,28/02/2015,
012-000005013,628,12,Department of Labor,Firm Fixed Price,,28/10/2013,30/09/2014,U
012-000005013,628,12,Department of Labor,,,,26/09/2017,
012-000005013,628,12,Department of Labor,,,,26/09/2014,
012-000005013,628,12,Department of Labor,Firm Fixed Price,,15/11/2013,25/09/2014,U
012-000005013,628,12,Department of Labor,,,,15/11/2018,
012-000005013,628,12,Department of Labor,,,,28/09/2018,
012-000005013,628,12,Department of Labor,,,,15/11/2013,
012-000005013,628,12,Department of Labor,,,,28/02/2017,
012-000005013,628,12,Department of Labor,Firm Fixed Price,Y,19/08/2014,26/09/2014,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,09/12/2013,08/10/2013,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,24/05/2013,23/05/2014,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,N,03/12/2013,26/11/2014,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,29/09/2014,31/03/2015,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,16/07/2013,15/08/2013,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,11/06/2014,22/05/2014,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,01/10/2013,30/09/2014,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,28/09/2013,27/09/2014,U
012-000005013,628,12,Department of Labor,Firm Fixed Price,,24/10/2013,26/09/2014,U
012-000005013,628,12,Department of Labor,,,,31/03/2016,
012-000005013,628,12,Department of Labor,,,,30/09/2015,
012-000005013,628,12,Department of Labor,Firm Fixed Price,N,16/10/2013,23/09/2014,U
012-000005013,628,12,Department of Labor,,,,03/10/2014,
012-000005013,628,12,Department of Labor,,,,30/09/2016,
012-000005013,628,12,Department of Labor,,,,26/09/2014,
012-000005013,628,12,Department of Labor,,,,25/09/2015,
012-000005013,628,12,Department of Labor,,,,31/03/2016,
012-000005013,628,12,Department of Labor,,,,30/09/2015,
012-000005013,628,12,Department of Labor,,,,26/11/2015,
012-000005013,628,12,Department of Labor,,,,13/11/2015,
012-000005013,628,12,Department of Labor,,,,,
012-000005013,628,12,Department of Labor,,,,31/07/2016,
012-000005013,628,12,Department of Labor,,,,03/08/2018,
012-000005013,628,12,Department of Labor,,,,24/11/2016,
012-000005013,628,12,Department of Labor,,,,22/05/2017,
012-000005013,628,12,Department of Labor,,,,30/06/2017,
012-000005013,628,12,Department of Labor,,,,28/09/2017,
012-000005013,628,12,Department of Labor,,,,,
012-000005013,628,12,Department of Labor,,,,23/05/2018,
012-000005013,628,12,Department of Labor,,,,27/09/2019,
006-000525200,629,6,Department of Commerce,,,,31/08/2016,
006-000525200,629,6,Department of Commerce,,,,31/08/2016,
006-000525200,629,6,Department of Commerce,,,,30/06/2018,
006-000525200,629,6,Department of Commerce,,,,31/08/2018,
006-000525200,629,6,Department of Commerce,,,,,
006-000525200,629,6,Department of Commerce,,,,31/12/2017,
006-000525200,629,6,Department of Commerce,,,,09/03/2017,
006-000525200,629,6,Department of Commerce,,,,31/03/2019,
006-000525200,629,6,Department of Commerce,,,,31/10/2018,
006-000525200,629,6,Department of Commerce,,,,31/12/2018,
006-000525200,629,6,Department of Commerce,,,,31/05/2016,
006-000525200,629,6,Department of Commerce,,,,31/05/2018,
006-000525200,629,6,Department of Commerce,,,,30/06/2016,
006-000525200,629,6,Department of Commerce,,,,31/07/2016,
006-000525200,629,6,Department of Commerce,,,,,
006-000525200,629,6,Department of Commerce,,,,31/08/2018,
016-000002141,630,16,Social Security Administration,,,,,
016-000002141,630,16,Social Security Administration,,,,,
016-000002141,630,16,Social Security Administration,,,,,
016-000002141,630,16,Social Security Administration,,,,,
023-000004130,634,23,General Services Administration,,,,,
023-000004130,634,23,General Services Administration,,,,,
015-000000010,636,15,Department of the Treasury,,N,15/04/2015,14/04/2018,N
015-000000010,636,15,Department of the Treasury,Order Dependent (IDV only),Y,13/05/2013,01/01/1970,U
015-000000010,636,15,Department of the Treasury,,,,,
015-000000010,636,15,Department of the Treasury,Order Dependent (IDV only),Y,07/05/2013,01/01/1970,U
015-000000010,636,15,Department of the Treasury,Order Dependent (IDV only),Y,13/05/2013,01/01/1970,U
015-000000010,636,15,Department of the Treasury,Firm Fixed Price,Y,01/09/2013,31/08/2014,U
015-000000010,636,15,Department of the Treasury,Order Dependent (IDV only),Y,27/12/2013,01/01/1970,U
015-000000010,636,15,Department of the Treasury,Order Dependent (IDV only),Y,13/05/2013,01/01/1970,U
015-000000010,636,15,Department of the Treasury,Firm Fixed Price,Y,01/09/2013,31/08/2014,U
015-000000010,636,15,Department of the Treasury,Order Dependent (IDV only),Y,27/12/2013,01/01/1970,U
015-000000010,636,15,Department of the Treasury,,,,,
015-000000010,636,15,Department of the Treasury,,,,,
015-000000010,636,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Firm Fixed Price,N,27/04/2013,26/04/2016,N
015-000000044,637,15,Department of the Treasury,Cost Plus Fixed Fee,N,15/10/1999,,N
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Cost Plus Incentive,Y,13/08/2013,25/04/2014,U
015-000000044,637,15,Department of the Treasury,Cost Plus Fixed Fee,N,15/10/1999,,N
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000044,637,15,Department of the Treasury,Cost Plus Fixed Fee,N,15/10/1999,,N
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000044,637,15,Department of the Treasury,Cost Plus Fixed Fee,N,15/10/1999,,N
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000044,637,15,Department of the Treasury,Cost Plus Fixed Fee,N,15/10/1999,,N
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000044,637,15,Department of the Treasury,Cost Plus Fixed Fee,N,15/10/1999,,N
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000044,637,15,Department of the Treasury,Cost Plus Fixed Fee,N,15/10/1999,,N
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,,,,,
015-000000044,637,15,Department of the Treasury,Firm Fixed Price,N,01/06/2014,31/05/2017,N
015-000000044,637,15,Department of the Treasury,,N,25/09/2015,24/09/2018,N
015-000000044,637,15,Department of the Treasury,,N,06/05/2015,04/05/2017,N
015-000000018,639,15,Department of the Treasury,Cost Plus Fixed Fee,N,17/08/2012,30/05/2012,U
015-000000018,639,15,Department of the Treasury,Time and Materials,Y,26/06/2012,30/09/2012,U
015-000000018,639,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000018,639,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000018,639,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000018,639,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000018,639,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
015-000000018,639,15,Department of the Treasury,Cost Plus Incentive,Y,21/02/2014,25/04/2014,U
012-000005001,641,12,Department of Labor,Cost Plus Fixed Fee,N,22/09/2013,21/09/2014,U
012-000005001,641,12,Department of Labor,Cost Plus Fixed Fee,Y,07/01/2014,30/09/2014,U
012-000005001,641,12,Department of Labor,Firm Fixed Price,N,31/12/2013,30/06/2014,U
012-000005001,641,12,Department of Labor,Cost Plus Fixed Fee,Y,26/02/2014,17/12/2014,U
012-000005001,641,12,Department of Labor,,,,21/09/2015,
012-000005001,641,12,Department of Labor,,,,30/10/2015,
012-000005001,641,12,Department of Labor,,,,30/06/2018,
012-000005001,641,12,Department of Labor,Cost Plus Fixed Fee,Y,15/01/2015,17/03/2015,U
012-000005001,641,12,Department of Labor,Cost Plus Fixed Fee,Y,19/11/2014,31/01/2015,U
012-000005001,641,12,Department of Labor,,,,31/03/2018,
012-000005001,641,12,Department of Labor,,,,,
012-000005001,641,12,Department of Labor,,,,31/12/2015,
010-000000070,645,10,Department of the Interior,Firm Fixed Price,N,05/12/2013,31/10/2012,U
010-000000077,646,10,Department of the Interior,,,,31/05/2020,
010-000000077,646,10,Department of the Interior,,,,30/09/2022,
010-000000077,646,10,Department of the Interior,,,,31/05/2020,
010-000000077,646,10,Department of the Interior,,,,31/05/2020,
010-000000077,646,10,Department of the Interior,,,,31/05/2020,
010-000000083,647,10,Department of the Interior,Order Dependent (IDV only),N,19/02/2014,01/01/1970,U
010-000000083,647,10,Department of the Interior,,,,30/06/2016,
010-000000083,647,10,Department of the Interior,,,,30/06/2016,
010-000000083,647,10,Department of the Interior,,,,30/06/2016,
006-000400100,648,6,Department of Commerce,,,,,
010-000000094,650,10,Department of the Interior,,,,,
010-000000116,651,10,Department of the Interior,,,,31/03/2017,
010-000000116,651,10,Department of the Interior,,,,31/03/2014,
010-000000987,657,10,Department of the Interior,,,,24/09/2016,
010-000000987,657,10,Department of the Interior,,,,25/07/2020,
010-000000987,657,10,Department of the Interior,,,,18/03/2019,
010-000000987,657,10,Department of the Interior,,,,03/12/2017,
010-000000987,657,10,Department of the Interior,,,,09/09/2017,
010-000000987,657,10,Department of the Interior,,,,25/01/2018,
010-000000987,657,10,Department of the Interior,,,,17/09/2017,
010-000000987,657,10,Department of the Interior,,,,,
010-000000987,657,10,Department of the Interior,,,,,
025-000004370,665,25,Department of Housing and Urban Development,,,,,
025-000004370,665,25,Department of Housing and Urban Development,Firm Fixed Price,N,30/10/2014,30/04/2016,U
025-000004370,665,25,Department of Housing and Urban Development,Firm Fixed Price,N,01/05/2011,30/04/2016,N
025-000004370,665,25,Department of Housing and Urban Development,,,,,
025-000004370,665,25,Department of Housing and Urban Development,,,,22/09/2017,
010-000001049,666,10,Department of the Interior,,,,,
010-000001050,667,10,Department of the Interior,,,,,
010-000001050,667,10,Department of the Interior,,,,,
025-000004570,669,25,Department of Housing and Urban Development,Firm Fixed Price,N,28/02/2012,,N
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,Firm Fixed Price,,01/10/2014,31/12/2017,U
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,Firm Fixed Price,Y,17/10/2014,14/05/2015,U
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
025-000004570,669,25,Department of Housing and Urban Development,,,,,
010-000000316,673,10,Department of the Interior,,,,,
010-000000316,673,10,Department of the Interior,,,,,
010-000000316,673,10,Department of the Interior,,,,,
010-000000316,673,10,Department of the Interior,,,,,
010-000000319,674,10,Department of the Interior,,,,07/03/2016,
006-000400900,678,6,Department of Commerce,,,,,
006-000400900,678,6,Department of Commerce,,,,23/09/2022,
006-000400900,678,6,Department of Commerce,,,,30/06/2017,
006-000400900,678,6,Department of Commerce,,,,18/09/2017,
006-000400900,678,6,Department of Commerce,,,,,
010-000000703,681,10,Department of the Interior,,,,21/06/2016,
010-000000703,681,10,Department of the Interior,,,,,
010-999991141,685,10,Department of the Interior,,,,,
010-999991141,685,10,Department of the Interior,,,,,
010-999991141,685,10,Department of the Interior,,N,11/12/2014,11/12/2019,N
010-999991141,685,10,Department of the Interior,Firm Fixed Price,N,29/09/2012,31/12/2016,N
010-999991141,685,10,Department of the Interior,Firm Fixed Price,N,30/05/2014,29/05/2019,N
010-999991141,685,10,Department of the Interior,Firm Fixed Price,N,03/08/2012,31/07/2017,N
010-999991141,685,10,Department of the Interior,,,,,
010-999991241,687,10,Department of the Interior,,,,31/03/2016,
010-999991241,687,10,Department of the Interior,,,,31/03/2016,
010-999991241,687,10,Department of the Interior,,,,26/06/2018,
010-999991241,687,10,Department of the Interior,,,,,
010-999991241,687,10,Department of the Interior,,,,,
010-000000710,688,10,Department of the Interior,,,,30/09/2016,
010-000000553,691,10,Department of the Interior,,,,11/05/2017,
010-000000553,691,10,Department of the Interior,,,,30/06/2016,
010-000000934,693,10,Department of the Interior,,,,31/03/2018,
006-000310400,703,6,Department of Commerce,,,,,
006-000380400,711,6,Department of Commerce,,,,,
006-000380400,711,6,Department of Commerce,,,,,
006-000380400,711,6,Department of Commerce,,,,,
006-000380400,711,6,Department of Commerce,,,,,
006-000380400,711,6,Department of Commerce,,,,,
006-000400700,715,6,Department of Commerce,,,,30/09/2016,
006-000400700,715,6,Department of Commerce,,,,,
006-000400700,715,6,Department of Commerce,,,,30/06/2016,
006-000400700,715,6,Department of Commerce,,,,,
006-000400700,715,6,Department of Commerce,,,,25/09/2017,
006-000400700,715,6,Department of Commerce,,,,30/06/2015,
006-000400700,715,6,Department of Commerce,,,,,
006-000400700,715,6,Department of Commerce,,,,30/06/2016,
006-000400700,715,6,Department of Commerce,,,,,
006-000400700,715,6,Department of Commerce,,,,31/07/2018,
006-000400800,716,6,Department of Commerce,,,,31/07/2017,
006-000400800,716,6,Department of Commerce,,,,30/09/2014,
006-000400800,716,6,Department of Commerce,,,,31/03/2019,
006-000400800,716,6,Department of Commerce,,,,,
006-000400800,716,6,Department of Commerce,,,,31/12/2016,
006-000400800,716,6,Department of Commerce,,,,31/03/2020,
006-000400800,716,6,Department of Commerce,,,,31/05/2020,
006-000400800,716,6,Department of Commerce,,,,27/09/2019,
014-000000012,718,14,Department of State,Firm Fixed Price,Y,28/02/2013,25/09/2013,U
014-000000012,718,14,Department of State,Not Reported,N,24/08/2010,24/08/2010,U
014-000000012,718,14,Department of State,Labor Hours,N,05/12/2012,30/11/2013,U
014-000000012,718,14,Department of State,Labor Hours,Y,11/03/2013,25/09/2013,U
014-000000012,718,14,Department of State,Time and Materials,Y,17/12/2012,25/09/2013,U
014-000000012,718,14,Department of State,Labor Hours,Y,24/01/2013,25/09/2013,U
014-000000012,718,14,Department of State,Time and Materials,,17/09/2012,31/03/2013,U
014-000000012,718,14,Department of State,,,,,
014-000000012,718,14,Department of State,,,,,
014-000000012,718,14,Department of State,,,,,
014-000000012,718,14,Department of State,,,,,
014-000000012,718,14,Department of State,,,,,
014-000000012,718,14,Department of State,,,,,
014-000000012,718,14,Department of State,,,,,
014-000000012,718,14,Department of State,,,,,
014-000000012,718,14,Department of State,,,,,
025-000004540,720,25,Department of Housing and Urban Development,,,,,
025-000004540,720,25,Department of Housing and Urban Development,Cost Plus Fixed Fee,N,29/12/2014,,U
025-000004540,720,25,Department of Housing and Urban Development,Cost Plus Fixed Fee,N,01/08/2014,,N
025-000004540,720,25,Department of Housing and Urban Development,,N,01/11/2014,,N
025-000004540,720,25,Department of Housing and Urban Development,,,,,
025-000004540,720,25,Department of Housing and Urban Development,,,,,
025-000004540,720,25,Department of Housing and Urban Development,Firm Fixed Price,N,01/10/2012,,N
025-000004540,720,25,Department of Housing and Urban Development,,,,,
025-000004540,720,25,Department of Housing and Urban Development,,,,,
025-000004540,720,25,Department of Housing and Urban Development,,,,,
025-000004540,720,25,Department of Housing and Urban Development,Firm Fixed Price,N,17/02/2015,16/02/2019,N
025-000004540,720,25,Department of Housing and Urban Development,,,,,
006-000051000,721,6,Department of Commerce,,,,,
006-000051000,721,6,Department of Commerce,,,,04/02/2019,
006-000051000,721,6,Department of Commerce,,,,,
006-000051000,721,6,Department of Commerce,,,,,
006-000400300,724,6,Department of Commerce,,,,30/09/2016,
006-000051100,725,6,Department of Commerce,,,,,
006-000051100,725,6,Department of Commerce,,,,,
014-000000014,730,14,Department of State,Time and Materials,Y,26/07/2014,26/07/2014,U
014-000000014,730,14,Department of State,Firm Fixed Price,Y,05/06/2014,30/06/2014,U
014-000000014,730,14,Department of State,,,,,
014-000000014,730,14,Department of State,,,,,
014-000000014,730,14,Department of State,,,,,
014-000000014,730,14,Department of State,,,,,
014-000000014,730,14,Department of State,,,,,
014-000000018,734,14,Department of State,,,,,
014-000000018,734,14,Department of State,,,,11/11/2013,
014-000000018,734,14,Department of State,,,,31/12/2014,
014-000000018,734,14,Department of State,,,,31/01/2014,
014-000000018,734,14,Department of State,Firm Fixed Price,N,23/05/2013,31/05/2014,U
014-000000018,734,14,Department of State,,,,31/12/2014,
014-000000018,734,14,Department of State,,,,31/08/2014,
014-000000018,734,14,Department of State,,,,03/08/2012,
014-000000018,734,14,Department of State,,,,11/02/2014,
014-000000018,734,14,Department of State,,,,22/01/2013,
014-000000018,734,14,Department of State,,,,31/08/2013,
014-000000018,734,14,Department of State,,,,11/02/2014,
014-000000018,734,14,Department of State,,,,30/06/2015,
014-000000018,734,14,Department of State,,,,18/12/2013,
014-000000018,734,14,Department of State,,,,30/06/2014,
014-000000018,734,14,Department of State,,,,26/08/2015,
014-000000018,734,14,Department of State,,,,31/01/2012,
014-000000018,734,14,Department of State,,,,31/12/2013,
014-000000018,734,14,Department of State,,,,01/02/2013,
014-000000018,734,14,Department of State,,,,31/01/2013,
014-000000018,734,14,Department of State,,,,31/01/2012,
014-000000018,734,14,Department of State,,,,13/08/2014,
014-000000018,734,14,Department of State,,,,05/06/2014,
014-000000018,734,14,Department of State,,,,15/08/2013,
014-000000018,734,14,Department of State,,,,11/02/2014,
014-000000018,734,14,Department of State,,,,18/12/2013,
014-000000018,734,14,Department of State,,,,12/09/2015,
014-000000018,734,14,Department of State,,,,30/09/2013,
014-000000018,734,14,Department of State,,,,31/01/2015,
014-000000018,734,14,Department of State,,,,30/12/2015,
014-000000018,734,14,Department of State,,,,04/09/2015,
014-000000018,734,14,Department of State,,,,30/06/2019,
014-000000018,734,14,Department of State,,,,29/09/2015,
014-000000018,734,14,Department of State,,,,26/09/2015,
014-000000018,734,14,Department of State,,,,31/01/2016,
014-000000018,734,14,Department of State,,,,30/06/2016,
014-000000018,734,14,Department of State,,,,30/06/2016,
014-000000018,734,14,Department of State,,,,31/07/2016,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
014-000000024,736,14,Department of State,,,,,
025-000004480,738,25,Department of Housing and Urban Development,,,,,
025-000004480,738,25,Department of Housing and Urban Development,,,,,
